,Daily Returns,Total Returns,Funds,Margin,Portfolio Value,A Position,A Order,A Filled Order,A Trade Price,A Cost to Trade,A PnL,AAPL Position,AAPL Order,AAPL Filled Order,AAPL Trade Price,AAPL Cost to Trade,AAPL PnL,IBM Position,IBM Order,IBM Filled Order,IBM Trade Price,IBM Cost to Trade,IBM PnL,GOOG Position,GOOG Order,GOOG Filled Order,GOOG Trade Price,GOOG Cost to Trade,GOOG PnL,C Position,C Order,C Filled Order,C Trade Price,C Cost to Trade,C PnL
2016-03-07,0.18715285,14.83750375,113119.9575,98259.1,1146743.1775,512,-7,-7,39.04,0.8925,43.0875,3428,65,65,102.39,14.235,-3881.855,2056,-26,-26,137.28,5.72,4812.36,-139,16,16,706.9,9.976,2240.334,6520,293,293,42.36,45.708,-1342.398
2016-03-04,0.52793785,14.6503509,114602.459,110823.45,1145868.009,519,-2,-2,39.14,0.249,72.291,3363,52,52,102.37,8.476,5024.414,2082,-17,-17,137.54,3.3065,-7.7265,-155,2,2,714.99,1.543,230.467,6227,103,103,43.07,15.347,-40.067
2016-03-03,1.04836855,14.12241305,119385.7305,112832.76,1140241.3105,521,-9,-9,38.92,1.287,80.993,3311,57,57,100.58,9.2625,2483.6775,2099,-49,-49,137.22,15.239,3178.341,-157,6,6,718.68,3.0,1007.53,6124,32,32,42.14,5.056,3733.144
2016-03-02,1.08800355,13.0740445,115010.655,117197.0,1130715.995,530,4,4,38.49,0.61,238.29,3254,67,67,100.51,17.9225,699.2975,2148,69,69,133.7,15.9045,4175.9655,-163,-4,-4,719.0,4.208,-9.96800000001,6092,61,61,41.24,12.7795,5776.4505
2016-03-01,3.03935795,11.98604095,141457.9895,111875.58,1122275.6195,526,40,40,37.63,4.74,636.3,3187,109,109,97.65,19.511,12113.929,2079,78,78,132.24,17.394,6832.086,-159,41,41,703.62,31.1805,-3616.3905,6031,374,374,39.15,55.165,14427.655
2016-02-29,-0.5025925,8.946683,151163.43,140064.0,1088956.83,486,16,16,37.59,1.984,-118.624,3078,116,116,96.86,19.952,-691.312,2001,93,93,132.0,23.1105,-2021.3205,-200,11,11,700.32,8.0135,1504.2365,5657,235,235,39.43,38.305,-3698.905
2016-02-26,0.01951935,9.4492755,173444.805,149510.38,1093752.145,470,49,49,37.75,6.7375,-31.4175,2962,144,144,97.2,25.272,355.668,1908,79,79,134.51,22.2385,-4735.7885,-211,34,34,708.58,29.58,17.68,5422,319,319,39.06,41.9485,4589.0515
2016-02-25,0.5982393,9.42975615,192611.1415,171502.45,1095703.8615,421,36,36,37.62,5.454,52.656,2818,109,109,96.05,27.577,1837.753,1829,77,77,133.29,22.3685,3049.2015,-245,31,31,700.01,32.891,-1563.391,5103,309,309,38.23,55.1565,2606.1735
2016-02-24,0.35068645,8.83151685,211076.1285,190141.92,1091251.8085,385,50,50,36.65,7.525,137.825,2709,131,131,93.98,25.8725,3886.8275,1752,49,49,131.55,8.33,734.12,-276,23,23,688.92,19.343,-883.913,4794,410,410,37.44,64.575,-367.995
2016-02-23,-1.05496145,8.4808304,223803.904,209733.55,1083133.904,335,42,42,37.64,5.061,-276.781,2578,102,102,96.4,15.198,-5612.058,1703,77,77,133.14,15.015,-2299.615,-299,16,16,701.45,10.184,3242.366,4384,359,359,39.12,47.9265,-5603.5265
2016-02-22,0.3092552,9.53579185,244603.6285,222846.75,1095046.0685,293,67,67,37.88,9.2125,134.1775,2476,153,153,96.31,22.644,2015.886,1626,78,78,133.84,18.759,1043.901,-315,35,35,707.45,19.3025,-1996.4525,4025,287,287,39.67,43.05,1895.04
2016-02-19,-0.04584465,9.22653665,267748.0465,243260.5,1094323.3665,226,71,71,36.98,10.1885,61.2215,2323,195,195,96.0,46.8,-507.16,1548,49,49,132.36,15.3125,964.3375,-350,25,25,695.03,22.9,-1210.9,3738,403,403,38.82,67.9055,234.0545
2016-02-18,0.61970215,9.2723813,282783.583,266250.0,1087980.063,155,55,55,37.73,14.795,-112.495,2128,132,132,98.84,26.796,-4079.916,1499,57,57,130.0,15.162,9281.188,-375,28,28,710.0,28.518,4070.432,3335,325,325,39.93,45.3375,-2962.1875
2016-02-17,0.2913328,8.65267915,307409.4715,281697.0,1090314.9915,100,81,81,35.22,11.2185,218.4415,1996,148,148,96.67,31.376,2918.264,1442,122,122,123.71,22.875,4703.905,-403,39,39,699.0,29.1525,-7353.3525,3010,262,262,39.71,37.99,2426.07
2016-02-16,0.60532875,8.36134635,328259.3835,306297.16,1082738.3035,19,74,74,36.72,10.027,-30.687,1848,201,201,95.02,35.0745,4655.0955,1320,136,136,121.83,31.96,2104.6,-442,29,29,692.98,24.8675,-4132.8875,2748,203,203,38.59,39.4835,3457.1665
2016-02-12,0.99964425,7.7560176,353143.166,327083.66,1073879.016,-55,74,74,35.84,9.879,-96.569,1647,137,137,94.19,28.2905,382.2095,1184,112,112,119.26,26.656,3592.384,-471,44,44,690.26,49.456,-29.646,2545,298,298,36.03,54.236,6148.064
2016-02-11,-0.7494758,6.75637335,373189.7335,352155.48,1071767.4735,-129,51,51,35.12,8.16,96.15,1510,128,128,93.79,27.2,-826.46,1072,126,126,118.78,46.935,-2377.755,-515,17,17,675.0,18.003,657.187,2247,340,340,36.0,63.07,-5043.88
2016-02-10,-0.87658085,7.50584915,386495.7415,371822.92,1073640.4115,-180,62,62,35.63,11.222,-113.742,1382,75,75,95.92,15.0375,-1079.8275,946,72,72,125.0,18.576,-3756.016,-532,28,28,686.86,46.382,-3488.702,1907,118,118,38.5,20.001,-327.521
2016-02-09,-0.01779335,8.38243,402874.9,384778.02,1087347.42,-242,45,45,34.21,7.6275,-119.0175,1307,54,54,94.29,12.582,0.157999999987,874,37,37,126.12,9.953,-2521.473,-560,26,26,672.32,29.861,2833.859,1789,243,243,36.93,48.6,-371.46
2016-02-08,-0.2509088,8.40022335,407131.0835,401580.17,1092495.3035,-287,14,14,35.61,2.436,359.464,1253,140,140,93.13,36.61,1328.46,837,62,62,126.0,14.849,-1186.339,-586,-26,-26,667.85,33.592,44.068,1546,218,218,39.14,42.401,-3054.741
2016-02-05,1.0625056,8.65113215,412173.5515,405382.46,1074776.1015,-301,18,18,37.26,2.538,415.722,1113,52,52,96.52,10.764,-2878.144,775,17,17,127.22,4.675,715.635,-560,-9,-9,703.87,12.213,13636.927,1328,74,74,41.02,13.024,-1265.084
2016-02-04,1.30994215,7.58862655,407296.4755,410119.16,1067817.5955,-319,9,9,37.15,1.3815,-74.3915,1061,46,46,95.86,10.948,276.842,758,27,27,125.08,6.75,2204.47,-551,-41,-41,722.81,114.8,10151.4,1254,114,114,40.11,26.619,541.101
2016-02-03,2.2251052,6.2786844,400680.174,405036.76,1040692.904,-328,17,17,37.27,2.21,-44.97,1015,65,65,95.0,12.22,1852.03,731,33,33,123.99,5.775,1260.755,-510,-18,-18,770.22,24.498,19302.762,1140,125,125,40.65,22.375,-119.525
2016-02-02,-1.2597674,4.0535792,415336.122,398801.1,1030731.642,-345,27,27,37.18,3.969,223.701,950,30,30,95.42,4.965,-1827.165,698,13,13,123.67,2.327,-1306.467,-492,42,42,784.5,34.839,-7623.639,1015,56,56,41.86,7.924,-2064.104
2016-02-01,-0.5951888,5.3133466,424465.116,414647.28,1054074.866,-372,32,32,37.37,5.408,-11.328,920,14,14,96.47,3.493,-828.513,685,9,9,124.4,1.7235,29.1865,-534,25,25,750.46,25.2375,-5045.6875,959,12,12,42.36,2.286,-95.546
2016-01-29,-0.0702552,5.9085354,429439.604,423647.03,1065957.974,-404,9,9,36.44,1.467,-626.597,906,50,50,94.79,10.325,2899.175,676,15,15,123.28,2.865,1718.555,-559,13,13,731.53,15.171,-6724.991,947,74,74,40.8,12.284,2031.306
2016-01-28,-1.6639894,5.9787906,439216.826,428502.35,1064308.106,-413,10,10,37.27,1.555,384.465,856,78,78,93.79,20.631,524.029,661,28,28,121.26,6.608,817.852,-572,20,20,722.22,25.85,-18185.29,873,40,40,41.2,6.94,-180.95
2016-01-27,0.21187775,7.64278,446841.89,438308.61,1068185.42,-423,8,8,37.39,1.04,194.5,778,85,85,96.04,20.4425,-4796.1525,633,26,26,122.73,4.381,-1039.811,-592,10,10,713.67,6.9,7712.4,833,62,62,40.37,10.199,47.841
2016-01-26,0.05584075,7.43090225,452658.6325,446068.29,1073657.6225,-431,12,12,37.89,1.578,38.162,693,62,62,99.93,13.392,337.378,607,28,28,122.25,6.426,298.384,-602,0,0,713.85,0.0,-824.74,771,103,103,39.6,18.0765,709.2235
2016-01-25,0.5843348,7.3750615,454660.105,452163.36,1066673.825,-443,-2,-2,37.4,0.26,162.49,631,37,37,101.52,9.4165,-1262.4965,579,44,44,122.1,10.934,-236.514,-602,3,3,723.58,1.5015,8178.6685,668,80,80,40.81,10.12,-998.8
2016-01-22,-0.90791295,6.7907267,464515.817,454496.31,1068936.387,-441,13,13,37.91,1.963,-341.553,594,49,49,98.63,12.103,2915.007,535,16,16,124.67,5.216,-252.726,-605,31,31,723.6,41.4315,-11858.0415,588,72,72,41.05,12.096,458.184
2016-01-21,-0.52862965,7.69863965,479202.1065,463543.38,1079736.6765,-454,22,22,37.35,3.828,7.812,545,42,42,97.06,14.217,-292.607,519,16,16,121.3,6.392,547.518,-636,33,33,702.18,58.7235,-5358.8535,516,74,74,40.51,13.246,-190.166
2016-01-20,-0.08446255,8.2272693,483114.433,478139.77,1089131.733,-476,-12,-12,36.68,1.878,-36.678,503,64,64,95.1,16.48,148.75,503,66,66,118.46,19.932,-2526.782,-669,-9,-9,688.61,8.3565,2107.4835,442,83,83,40.52,14.359,-537.399
2016-01-19,-0.63968335,8.31173185,486799.3285,481642.96,1081916.5585,-464,14,14,37.64,2.107,-51.287,439,39,39,98.41,8.4825,-264.7325,437,19,19,130.11,3.8095,-844.3695,-660,17,17,703.3,19.8645,-5014.7145,359,55,55,42.85,10.56,-221.73
2016-01-15,1.1304911,8.9514152,498862.782,486208.59,1091186.792,-478,8,8,36.67,1.332,245.188,400,41,41,96.2,13.817,-833.697,418,16,16,130.01,3.656,-1161.096,-677,3,3,692.29,5.223,13784.857,304,57,57,42.51,9.291,-730.341
2016-01-14,-0.8464534,7.8209241,486908.461,497611.24,1084886.061,-486,-17,-17,36.94,3.1875,-366.3275,359,60,60,97.96,17.67,712.8,402,26,26,131.93,6.734,672.986,-680,-41,-41,705.38,78.1665,-9509.3465,247,48,48,45.42,10.536,25.354
2016-01-13,1.5032917,8.6673775,494188.015,484999.3,1066619.655,-469,17,17,38.35,2.4905,618.5595,299,28,28,100.32,5.39,-783.9,376,-1,-1,133.5,0.2325,-650.1125,-639,19,19,730.85,12.7585,16197.3115,199,21,21,47.32,3.3915,-348.9415
2016-01-12,-0.6576302,7.1640858,495333.318,493542.42,1074412.838,-486,4,4,38.43,0.698,-124.158,271,27,27,100.55,5.022,327.968,377,-2,-2,133.65,0.406,-123.976,-658,6,6,721.68,5.196,-6645.416,178,20,20,47.5,3.06,-10.72
2016-01-11,0.03004715,7.821716,500720.01,494796.94,1077454.74,-490,-3,-3,38.71,0.486,318.374,244,32,32,98.97,6.96,311.8,379,4,4,131.81,0.9,604.78,-664,-8,-8,716.61,8.892,-1027.612,158,31,31,46.56,7.3005,93.1295
2016-01-08,0.74045765,7.79166885,491764.3785,498931.34,1066470.9985,-487,-25,-25,39.22,4.175,200.995,212,36,36,98.55,10.26,22.26,375,7,7,133.18,1.6065,-465.0965,-656,-10,-10,731.45,10.72,7859.4,127,23,23,48.73,4.462,-212.982
2016-01-07,1.0377467,7.0512112,506314.252,490324.94,1067453.112,-462,-4,-4,40.14,0.588,796.312,176,27,27,98.68,6.075,-699.535,368,-9,-9,133.7,1.782,-865.092,-646,22,22,730.31,22.286,11401.114,104,12,12,49.07,1.692,-255.332
2016-01-06,-0.1757362,6.0134645,492812.875,506069.92,1069457.225,-458,-36,-36,40.24,4.698,-98.298,149,33,33,100.56,8.976,-237.516,377,11,11,134.38,2.222,-242.412,-668,-32,-32,730.0,24.576,-1121.856,92,18,18,50.1,2.88,-57.28
2016-01-05,-0.08626515,6.1892007,502025.367,491930.26,1059354.727,-422,-9,-9,40.73,1.2825,58.1575,116,10,10,105.75,2.685,-312.925,366,-16,-16,136.76,2.984,-26.624,-636,16,16,746.45,11.84,-556.24,74,9,9,51.54,1.35,-25.02
2016-01-04,1.0384319,6.27546585,494028.2985,501393.78,1061845.5285,-413,-31,-31,41.06,4.0765,435.2335,106,13,13,102.61,2.7365,41.2535,382,0,0,135.6,0.0,-637.94,-652,-32,-32,743.0,21.056,10580.864,65,6,6,50.75,0.792,-35.092
2015-12-31,0.67284675,5.23703395,487242.4895,493095.8,1045751.5595,-382,-32,-32,41.9,3.792,125.088,93,9,9,107.01,1.584,-190.374,382,-9,-9,139.07,1.449,-660.919,-620,-13,-13,769.5,8.255,7486.645,59,5,5,52.07,0.6725,-31.9725
2015-12-30,0.31150305,4.5641872,489632.952,486222.2,1042176.172,-350,-18,-18,42.36,2.304,64.196,84,0,0,108.58,0.0,-119.28,391,-26,-26,139.58,5.018,-182.258,-607,13,13,776.6,10.1075,3389.0925,54,0,0,52.84,0.0,-36.72
2015-12-29,-0.7885409,4.25268415,489162.3015,489318.36,1048764.0015,-332,-20,-20,42.08,2.56,-189.12,84,10,10,106.96,1.755,158.125,417,-12,-12,138.25,2.1,910.47,-620,12,12,766.69,9.282,-8795.242,54,4,4,52.76,0.522,30.358
2015-12-28,-0.9274215,5.04122505,497884.2005,488955.68,1056398.2505,-312,-15,-15,42.02,1.9425,108.5775,74,7,7,107.59,1.0675,-87.5275,429,-14,-14,137.74,1.939,-283.639,-632,16,16,752.92,5.384,-8995.224,50,7,7,52.57,0.882,-16.402
2015-12-24,0.09379725,5.96864655,490175.8955,498120.03,1059045.2155,-297,-23,-23,41.79,2.8405,-112.2705,67,8,8,109.0,1.46,-43.44,443,0,0,138.43,0.0,-128.47,-648,-14,-14,749.55,8.547,1218.493,43,10,10,52.48,1.28,3.66
2015-12-23,-0.0033638,5.8748493,498164.293,489103.86,1056786.153,-274,-7,-7,41.62,0.9135,-148.8135,59,15,15,107.27,2.4525,78.3675,443,-24,-24,138.3,5.448,273.662,-634,14,14,753.47,7.924,-253.044,33,10,10,52.3,1.37,16.19
2015-12-22,-0.04036105,5.8782131,489422.471,498018.87,1057769.001,-267,-17,-17,41.01,2.278,-103.348,44,17,17,107.4,3.23,-8.82,467,9,9,135.88,1.7145,1129.6755,-648,-7,-7,751.65,4.2,-1422.08,23,12,12,51.99,1.698,0.962
2015-12-21,-0.54921715,5.91857415,506393.5515,488396.83,1060316.9815,-250,-2,-2,40.51,0.263,-181.943,27,18,18,107.28,5.139,7.461,458,-9,-9,135.83,2.1105,281.0595,-641,23,23,746.13,20.677,-5600.397,11,7,7,51.71,1.232,1.648
2015-12-18,0.58477925,6.4677913,489884.103,505741.52,1059783.033,-248,-27,-27,40.56,3.861,158.839,9,15,15,108.91,3.9525,-29.4525,467,29,29,136.41,7.5255,-861.6155,-664,-36,-36,746.51,28.224,6586.336,4,1,1,52.46,0.1745,-6.3145
2015-12-17,0.43238475,5.88301205,501774.5405,488654.43,1050483.9905,-221,-5,-5,41.55,0.725,143.525,-6,13,13,112.02,3.3735,1.9465,438,-13,-13,139.35,2.509,-1114.249,-628,26,26,762.42,30.095,5295.805,3,0,0,54.01,0.0,-3.18
